0,1,2,3,4,5,6,7,8,9,10,11,12,13,feature_21,feature_9,feature_18,feature_1,feature_11,feature_14,feature_4,feature_5,label_pre3
2.9505657790742994,2.7348388342289613,2.5680341446985797,0.6386820608859457,1.1239334122195133,2.935240238835158,1.6838942276688575,1.3999460624373368,1.8342481442143121,0.9722967041451098,2.139209506200749,1.0084613693038669,0.0772548160493548,2.6144857227614406,1,0,3,1,2,3,2,0,7
1.0152548248141173,1.0215393011053857,1.9503434139216775,0.13855789445250144,0.0006053725427809242,1.9594386076050683,2.6429178938510653,2.2934464339433385,1.8507098776005841,0.6755440477055472,0.1828774856673503,1.9296341987756436,0.07505562704333568,1.1495219314577714,1,0,3,1,2,1,2,0,2
0.7528625116716694,1.5079143597214963,0.635206800365138,0.4145283437507694,0.214687165379841,1.5123615157890304,1.1016172557991841,0.8507247428693749,0.02517144812119365,2.89952934813741,1.6638894771288282,0.9168999392478403,2.8362897726014817,1.912103494570744,1,0,3,1,2,1,2,0,2
0.597163212963725,2.0159947792860162,0.6065830479905956,1.0295083271099728,1.8172531379837924,2.9111216850522412,2.6578504568431978,0.6375353678723379,2.8706694194269033,2.4621200863276007,1.2642898669922662,0.4930528857494787,1.905204139358899,0.843173833969562,1,0,3,1,2,1,2,0,2
1.4216202477900182,0.7548062891381867,0.22654788552577831,1.06205382812501,2.049695841361173,1.616600984729824,0.38590852851621604,1.1263514080765198,0.32650472835385813,2.9241648186542086,1.8005639506810467,0.13176078686785375,1.2713171670510706,0.5006350898745625,1,0,3,1,2,1,2,0,2
2.9554166527666785,0.4951073034413108,0.511106845175654,1.1012633214186611,2.8068651300534,0.22820734498649387,0.8772244530807589,2.9604106293768764,2.881578626711084,2.818625928983592,2.7663074932331138,0.5818737952175206,2.1140852468394353,2.3343602836446706,1,0,3,1,1,1,2,0,2
2.668317021619429,0.29317303259102145,2.7398901076129594,0.7802884083083861,0.41125577765493615,0.26230622267545933,2.1015144456269645,1.568192502977038,0.3169942985973634,0.5340219771511374,0.5282889650407917,2.3795017831951406,1.3863573323203493,1.6457065966979707,1,0,3,1,0,1,2,0,2
1.9980253011885047,2.3749252405551835,1.1727258337670023,0.5697814504655094,2.184156037175851,1.8909505163546672,1.9759183102688636,2.6647490026844314,1.742325694977823,2.991542586537679,0.4798355188794531,2.192624825200787,2.045815409807772,0.8138742058699168,2,0,3,1,2,1,2,2,2
1.6626091219317125,2.301709379103407,2.1042868165006086,0.8421123077910738,1.8138590582871177,0.9792319337225197,1.89991870609268,2.539521627907095,2.2261797187804335,1.1116218699347096,1.841178381350416,0.4745477035522987,0.5227257913446067,0.7712226957994844,2,0,3,1,2,1,2,2,2
1.9410216556006068,2.714966582919277,0.5869184787670721,0.11422836237782974,0.7833694678612274,2.0457831198414,2.1221094113582986,0.9171261796430153,0.8612382488647082,0.4286060284489178,2.364421263921694,1.2673606291116672,0.8017055718052408,2.7360633904939777,2,0,3,1,2,1,2,2,2
1.6112890132632007,0.4816038614673478,2.8217775905461946,1.6189457297612897,1.4994900462635998,2.4825910701208476,1.5714767317722669,0.7936508258587389,1.9389514395498004,2.9390680682344996,0.15218507795233138,0.19489476221364788,1.76168120456856,0.6735933120736031,2,0,3,1,2,1,2,2,2
2.5475007618476475,1.2441533600538037,2.9594021217396502,0.283355697029806,1.75215878002113,2.2847467414780374,1.350002143090526,2.300117238682503,0.5427290354391568,1.4486333534429887,0.8554865349588107,2.6742896831317116,1.9214064653931002,0.34842684356358655,2,0,3,1,2,1,2,2,2
0.6598439700304326,0.43397043657379075,0.6085259503200857,0.8616785319636601,1.8244784080997052,2.9468681816165465,2.1151235492336524,1.3650054684227877,0.20675053135846644,0.8574308660066368,0.9845431973377423,1.5906719292004559,0.039201822134492637,1.4589820886924434,2,0,3,1,2,1,2,2,2
0.8544924267103711,1.1542158818552084,0.3369545000838867,2.939562895693897,2.662037319716954,2.962636698471806,1.0323643404277119,2.1008868191669072,0.6414771396142213,0.9053489867989335,2.1149674957350966,2.213243410348871,0.5652857242281087,1.327557069530018,2,0,3,1,1,1,2,2,2
0.5292675218725392,0.38964723762236175,0.3730556502868433,1.9835139586756187,2.805982193338063,0.617860294617492,2.291428275431126,2.5742781982226797,0.44149607909946575,0.9571805521033054,0.2151621775722079,2.2864124731027062,0.8704974119786505,1.8299732009715468,2,0,3,1,0,1,2,2,2
0.06693385286433107,2.162306690166396,0.8906829252966799,0.6274638929726998,0.7204148341591643,2.3020254277080126,0.6926801975416196,0.472901404627757,0.6294296185533629,1.6986287584842568,1.7304462449237796,1.0521826108075678,0.5120047890683901,2.3091600591211696,2,1,2,2,0,1,0,2,2
0.7858969676044171,1.5197856737395092,1.4146380982491897,0.22155646118252492,1.2641672445387155,1.596590580367924,1.284338876021284,2.9946302166974625,1.2457330474596318,0.8545367660202767,1.4617353739284376,1.5870285193095546,1.8969391801018405,2.646404897053076,2,1,2,2,0,1,0,2,2
2.6311365109366527,1.8407608684953025,0.16601362221718197,0.5471540734215911,0.20371097169358354,1.470945815377283,0.07408993108891626,2.881959376417588,1.9878371453321397,1.7744687022313133,2.205495988766846,1.1305420595540254,1.7942113459597593,1.0277424519131726,2,0,3,1,1,1,2,2,2
0.5450797085732807,0.1849342852359166,0.09906817586009975,0.9797344056182604,1.4187641046668125,1.839888236030887,2.858821320247638,0.2502976549488941,1.6784036606838555,0.8749745021352626,2.3265240143575174,2.3000134357865276,0.2284568729919617,0.8077659471752906,2,0,1,1,2,1,2,2,2
0.5470728513480758,0.5799868134337818,2.4509447542698153,0.6507472601157535,1.5176870609266255,1.7941116409914577,2.7814793331746275,1.6750010796048747,1.1199092523435865,0.2696469135793539,0.9934288700555993,2.280410393183887,1.8422077882231283,0.3307769853175907,2,0,1,1,2,1,2,2,2
1.0376186064691133,0.8356431483599516,2.2544912970743303,1.320817939025111,1.7175009162488242,2.061662784237874,0.594109778865338,2.873341621449657,2.670344837563778,2.102209116550639,2.6759852991626096,0.6003979419136881,0.05787513299033187,0.14155313846675288,2,0,1,1,2,1,2,2,2
