Epoch,Train Loss,Test Loss,Accuracy
1,2.1774871349334717,1.9101673364639282,0.40575916230366493
2,1.916815161705017,2.849984884262085,0.40575916230366493
3,2.8490233421325684,1.7559059858322144,0.40575916230366493
4,1.7540661096572876,1.927501916885376,0.40575916230366493
5,1.9249389171600342,1.9994854927062988,0.40575916230366493
6,1.9970096349716187,2.017915964126587,0.40575916230366493
7,2.015132427215576,2.014493465423584,0.4175392670157068
8,2.0108749866485596,1.997204303741455,0.2600349040139616
9,1.9922256469726562,1.968842625617981,0.22076788830715532
10,1.9618003368377686,1.9312422275543213,0.22076788830715532
11,1.9209351539611816,1.8861273527145386,0.22076788830715532
12,1.871098279953003,1.8508081436157227,0.22076788830715532
13,1.828765869140625,1.8486541509628296,0.22076788830715532
14,1.8182963132858276,1.851002812385559,0.22076788830715532
15,1.8174723386764526,1.8129286766052246,0.22076788830715532
16,1.7835144996643066,1.761877417564392,0.22076788830715532
17,1.739890456199646,1.7291277647018433,0.23909249563699825
18,1.7142400741577148,1.7126407623291016,0.40575916230366493
19,1.7031834125518799,1.7042341232299805,0.40575916230366493
20,1.698809266090393,1.6997987031936646,0.40575916230366493
21,1.6971580982208252,1.699404001235962,0.40575916230366493
22,1.6988449096679688,1.7015587091445923,0.40575916230366493
23,1.7022068500518799,1.7024760246276855,0.40575916230366493
24,1.703348159790039,1.7014665603637695,0.40575916230366493
25,1.7017817497253418,1.6996029615402222,0.40575916230366493
26,1.6989643573760986,1.6980682611465454,0.40575916230366493
27,1.6961350440979004,1.6968904733657837,0.40575916230366493
28,1.693385124206543,1.69596266746521,0.40575916230366493
29,1.6906983852386475,1.6953758001327515,0.40575916230366493
30,1.688241720199585,1.6952167749404907,0.40575916230366493
31,1.6862237453460693,1.6954641342163086,0.40575916230366493
32,1.6848245859146118,1.695802092552185,0.40575916230366493
33,1.6839603185653687,1.6956127882003784,0.40575916230366493
34,1.6832176446914673,1.694074273109436,0.40575916230366493
35,1.6818842887878418,1.6909083127975464,0.40575916230366493
36,1.6794376373291016,1.6868566274642944,0.40575916230366493
37,1.6768217086791992,1.6835185289382935,0.40575916230366493
38,1.674832820892334,1.6804853677749634,0.40575916230366493
39,1.672540545463562,1.6775709390640259,0.40575916230366493
40,1.6697015762329102,1.6756385564804077,0.40575916230366493
41,1.6675891876220703,1.673366665840149,0.40575916230366493
42,1.6653867959976196,1.6692639589309692,0.40575916230366493
43,1.6620136499404907,1.6655032634735107,0.40575916230366493
44,1.6589995622634888,1.6608282327651978,0.40575916230366493
45,1.6543669700622559,1.6567407846450806,0.40575916230366493
46,1.6495935916900635,1.6502187252044678,0.40794066317626526
47,1.643456220626831,1.6417741775512695,0.43019197207678883
