1,3,2.0659,2,0,2.0519,0,1.062,0,1.0694,2,2.035,1.0779,3,2.0241,1.0478,1.044,3,1.0434,1.0501,1,4.0549,7
1,3,2.0533,2,0,2.0267,0,1.0266,0,1.0536,2,2.0799,1.0119,1,2.0516,1.0111,1.0484,3,0.0012,1.0115,1,4.0267,2
1,3,2.0814,2,0,2.0566,0,1.0406,0,1.0344,2,2.0115,1.0121,1,2.0547,1.0122,1.0456,3,1.0296,1.0072,1,4.0285,2
1,1,2.0461,2,0,2.0305,0,1.0037,0,1.0468,2,2.0601,1.0364,1,2.0059,1.0097,1.1365,3,1.0644,1.0123,1,4.0468,2
1,1,2.05,2,0,2.0797,0,1.002,0,1.0421,2,2.0113,1.0259,1,2.0386,1.0097,1.0697,3,0.0242,1.0102,1,4.0072,2
1,1,2.0382,2,0,2.0694,0,1.0565,0,1.0201,1,2.0191,1.0111,1,1.0578,1.0054,1.0183,3,1.0383,1.0544,1,4.0037,2
1,1,2.0288,2,0,2.0164,0,1.0007,0,1.0107,0,2.0506,1.0067,1,0.0476,1.0045,1.0033,3,0.045,1.0274,1,4.0139,2
1,3,2.0062,2,2,2.0026,0,1.1465,0,3.097,2,2.0573,2.0544,1,2.0243,1.0803,2.0003,3,0.036,1.0756,2,4.0084,2
1,3,2.018,2,2,2.0284,0,1.0254,0,1.0146,2,2.0141,2.0138,1,2.005,1.0548,2.0397,3,0.0204,1.0523,2,4.0214,2
1,3,2.005,2,2,2.0435,0,1.0008,0,1.0024,2,2.067,2.0231,1,2.0254,1.1047,2.031,3,1.0291,1.0193,2,4.0037,2
1,1,2.0372,2,2,2.0662,0,1.0026,0,1.0033,2,2.0249,2.0254,1,2.0499,1.0095,2.0347,3,1.0057,1.0002,2,4.0014,2
1,2,2.1395,2,2,2.0571,0,1.0124,0,1.0904,2,2.0807,2.0333,1,2.0042,1.0326,2.0818,3,1.0074,1.1378,2,4.0042,2
1,2,2.0695,2,2,2.0107,0,1.0118,0,1.0777,2,2.0457,2.022,1,2.0593,1.024,2.0414,3,0.0259,1.0826,2,4.0239,2
1,2,2.0267,2,2,2.0078,0,1.0449,0,1.0237,1,2.0741,2.0519,1,2.092,1.0212,2.0027,3,1.084,1.0907,2,4.0186,2
1,2,2.053,2,2,2.0342,0,1.0041,0,1.0297,0,2.1012,2.0083,1,2.013,1.0027,2.0644,3,0.0054,1.0483,2,4.0182,2
2,2,1.0049,0,2,2.0448,0,1.0234,1,1.0049,0,2.0815,2.0959,1,2.0489,1.0356,2.0772,2,0.0008,1.0047,2,4.0467,2
2,2,1.0967,0,2,2.0248,0,1.1544,1,1.0301,0,2.118,2.0105,1,2.0619,1.0468,2.0828,2,1.005,1.1057,2,4.0462,2
1,3,2.0374,2,2,2.038,0,1.0857,0,3.0191,1,2.0914,2.0242,1,2.0274,1.0315,2.0382,3,2.0761,1.0656,2,2.0051,2
1,3,2.0364,2,2,2.0331,0,1.0247,0,3.0511,2,2.0486,2.0961,1,2.0029,1.0084,2.042,1,2.0454,1.0337,2,2.0294,2
