Epoch,Train Loss,Test Loss,Accuracy
1,2.1796340942382812,1.9357655048370361,0.4069777938256003
2,1.9420514106750488,2.5881149768829346,0.4069777938256003
3,2.6292269229888916,1.79306161403656,0.2319461996750316
4,1.8045177459716797,1.9382480382919312,0.2319461996750316
5,1.9428088665008545,1.9990668296813965,0.2319461996750316
6,2.001952886581421,2.0095374584198,0.2319461996750316
7,2.0120654106140137,1.9970921277999878,0.2319461996750316
8,1.9996955394744873,1.9691778421401978,0.2319461996750316
9,1.972159743309021,1.929659128189087,0.2319461996750316
10,1.9333399534225464,1.884203553199768,0.2319461996750316
11,1.889050841331482,1.8461536169052124,0.2319461996750316
12,1.8529201745986938,1.8210114240646362,0.2319461996750316
13,1.830340027809143,1.7785035371780396,0.2319461996750316
14,1.7899444103240967,1.7282017469406128,0.2319461996750316
15,1.7410672903060913,1.6958962678909302,0.4069777938256003
16,1.7098392248153687,1.6839749813079834,0.4069777938256003
17,1.6988805532455444,1.6858712434768677,0.4069777938256003
18,1.7014901638031006,1.691751480102539,0.4069777938256003
19,1.707546353340149,1.6952178478240967,0.4069777938256003
20,1.710658073425293,1.6968742609024048,0.4069777938256003
21,1.711712121963501,1.6977087259292603,0.4069777938256003
22,1.7120702266693115,1.6962422132492065,0.4069777938256003
23,1.710534691810608,1.6920390129089355,0.4069777938256003
24,1.7067220211029053,1.6866209506988525,0.4069777938256003
25,1.7020176649093628,1.6817524433135986,0.4069777938256003
26,1.6979382038116455,1.677082896232605,0.4069777938256003
27,1.6936070919036865,1.67243492603302,0.4069777938256003
28,1.6888020038604736,1.6687546968460083,0.4069777938256003
29,1.684814691543579,1.6658588647842407,0.4069777938256003
30,1.681734323501587,1.6630030870437622,0.4069777938256003
31,1.6789871454238892,1.660445213317871,0.4069777938256003
32,1.6767793893814087,1.6583672761917114,0.4069777938256003
33,1.6748687028884888,1.6561486721038818,0.4069777938256003
34,1.6723140478134155,1.6541410684585571,0.4069777938256003
35,1.6698105335235596,1.6509225368499756,0.4069777938256003
36,1.6666111946105957,1.6470171213150024,0.4069777938256003
37,1.6630845069885254,1.6432069540023804,0.4069777938256003
38,1.6587297916412354,1.6391901969909668,0.4069777938256003
39,1.6542408466339111,1.6342930793762207,0.4069777938256003
40,1.649643063545227,1.6317516565322876,0.4069777938256003
41,1.6452007293701172,1.6266329288482666,0.4069777938256003
42,1.6415870189666748,1.6276476383209229,0.4069777938256003
43,1.6397764682769775,1.6183459758758545,0.4069777938256003
44,1.6327495574951172,1.6118673086166382,0.4069777938256003
45,1.6244103908538818,1.606083869934082,0.4069777938256003
46,1.618812918663025,1.603200078010559,0.4069777938256003
