Epoch,Train Loss,Test Loss,Accuracy
1,2.226210832595825,2.099336624145508,0.2322470963471144
2,2.1003105640411377,1.7752829790115356,0.4015315640609015
3,1.7832107543945312,2.0077638626098637,0.4015315640609015
4,2.0185203552246094,1.807181715965271,0.4015315640609015
5,1.8103045225143437,1.916655778884888,0.220737798639947
6,1.9184579849243164,1.9364750385284424,0.2322470963471144
7,1.9381200075149536,1.9090673923492432,0.2322470963471144
8,1.911001205444336,1.8523943424224851,0.2322470963471144
9,1.8551064729690552,1.7993370294570925,0.2322470963471144
10,1.803657054901123,1.8097636699676516,0.2322470963471144
11,1.8165024518966677,1.7883981466293335,0.2322470963471144
12,1.795796513557434,1.7335124015808103,0.2322470963471144
13,1.7401342391967771,1.705137848854065,0.4015315640609015
14,1.7107235193252563,1.7003377676010132,0.4015315640609015
15,1.7052175998687744,1.7029234170913696,0.4015315640609015
16,1.7074447870254517,1.7057682275772097,0.4015315640609015
17,1.710219144821167,1.7085654735565186,0.4015315640609015
18,1.713143229484558,1.7121186256408691,0.4015315640609015
19,1.716896653175354,1.7142480611801147,0.4015315640609015
20,1.7191522121429443,1.712611436843872,0.4015315640609015
21,1.7174930572509766,1.7086845636367798,0.4015315640609015
22,1.7134371995925903,1.705012321472168,0.4015315640609015
23,1.7096408605575562,1.7012836933135986,0.4015315640609015
24,1.7058992385864258,1.696207880973816,0.4015315640609015
25,1.7009602785110474,1.6905473470687866,0.4015315640609015
26,1.6955766677856443,1.6861865520477295,0.4015315640609015
27,1.691579818725586,1.6839107275009155,0.4015315640609015
28,1.6896522045135498,1.6820837259292605,0.4015315640609015
29,1.6880271434783936,1.6794041395187378,0.4015315640609015
30,1.6852586269378662,1.6777222156524658,0.4015315640609015
31,1.6833796501159668,1.6770570278167725,0.4015315640609015
32,1.682578444480896,1.6758415699005127,0.4015315640609015
33,1.6813981533050537,1.674075484275818,0.4015315640609015
34,1.679844856262207,1.672732710838318,0.4015315640609015
35,1.6787137985229492,1.6700176000595093,0.4015315640609015
36,1.6758708953857422,1.6676127910614014,0.4015315640609015
37,1.673194408416748,1.66452956199646,0.4015315640609015
38,1.6700485944747925,1.6613688468933103,0.4015315640609015
39,1.6670295000076294,1.659347414970398,0.4015315640609015
40,1.6649185419082642,1.65791118144989,0.4015315640609015
41,1.6631232500076294,1.6560508012771606,0.4015315640609015
42,1.661247968673706,1.6537799835205078,0.4015315640609015
43,1.65917706489563,1.650435209274292,0.4015315640609015
44,1.6555848121643066,1.646702527999878,0.4015315640609015
45,1.6518396139144895,1.642958164215088,0.4015315640609015
46,1.648227334022522,1.6391475200653076,0.4015315640609015
47,1.6440479755401611,1.63433837890625,0.4015315640609015
48,1.639521837234497,1.6296401023864746,0.4015315640609015
49,1.6345754861831665,1.624201774597168,0.4015315640609015
50,1.629276156425476,1.619621992111206,0.4023590299091292
51,1.6244069337844849,1.6239022016525269,0.4019678642354216
52,1.6296937465667725,1.6754356622695925,0.4199013058915568
53,1.679497480392456,1.6101799011230469,0.4022537160739002
54,1.615922451019287,1.6295464038848877,0.4016820123969429
55,1.6359245777130127,1.6180952787399292,0.4087229945236805
56,1.62284517288208,1.6161834001541138,0.4091893843654089
57,1.6209716796875,1.597525954246521,0.4016820123969429
58,1.6032363176345823,1.607216238975525,0.401697057230547
59,1.6133347749710083,1.5839813947677612,0.4044953962809171
60,1.589374542236328,1.5957748889923096,0.4128904134320274
61,1.6009103059768677,1.5693105459213257,0.4068724799903713
62,1.574904203414917,1.5795687437057495,0.402765240416441
63,1.5856609344482422,1.55163311958313,0.4123187097550701
64,1.5575871467590332,1.5598315000534058,0.4702262742974062
65,1.565229058265686,1.532125473022461,0.4562797135463682
66,1.5381238460540771,1.5425302982330322,0.4378347475476921
67,1.5490893125534058,1.517964482307434,0.5232442679183968
68,1.5237480401992798,1.5102603435516355,0.5212733947162544
69,1.516059398651123,1.4949692487716677,0.5098995005115243
70,1.5016350746154783,1.470580816268921,0.5263886381416621
71,1.4768919944763184,1.471649169921875,0.5154059096106397
72,1.477609634399414,1.4555747509002686,0.5202503460311729
73,1.4615249633789062,1.4335509538650513,0.5293675151952819
74,1.4399333000183103,1.4212027788162231,0.5322561232472769
75,1.4283103942871094,1.4209625720977783,0.5302852500451345
76,1.4281034469604492,1.4475175142288208,0.5196034181861948
77,1.4549663066864014,1.4264663457870483,0.5226123849070229
78,1.433746099472046,1.3903379440307615,0.5361677799843534
79,1.397739052772522,1.375352382659912,0.5369651561653728
80,1.3829705715179443,1.3822311162948608,0.5267647589817657
81,1.3896772861480713,1.364116668701172,0.5372359631702474
82,1.3707842826843262,1.333425521850586,0.542351206595655
83,1.3401219844818115,1.338254451751709,0.555635794668111
84,1.3453402519226074,1.307214856147766,0.5658963711861347
85,1.3140350580215454,1.3043251037597656,0.5616687729433713
86,1.3101959228515625,1.2935409545898438,0.5624661491243906
87,1.2991769313812256,1.2694231271743774,0.5676566167178191
88,1.2748850584030151,1.2630913257598877,0.5680477823915268
89,1.2685623168945312,1.2541061639785769,0.5624210146235783
90,1.2600030899047852,1.2395366430282593,0.5713426009508334
91,1.2464369535446167,1.2324966192245483,0.5712372871156045
92,1.2392228841781616,1.225590467453003,0.5680929168923392
93,1.23175311088562,1.2105214595794678,0.5723806944695191
94,1.2172456979751587,1.2030789852142334,0.5751338990190769
95,1.2102134227752686,1.19926655292511,0.5689053379069627
96,1.2054898738861084,1.1991745233535769,0.5737196846602877
97,1.2053247690200806,1.1927410364151,0.5694319070831076
98,1.199140548706055,1.186323881149292,0.5830173918276463
99,1.1913758516311646,1.181732416152954,0.5717638562917494
