0,1,2,3,4,5,6,7,8,9,10,11,12,13,feature_21,feature_9,feature_18,feature_1,feature_11,feature_14,feature_4,feature_5,label_pre3
2.245825362743651,2.372644535630706,0.7574177089908596,2.160055838699339,1.8947198633990312,2.378170848598609,0.3746525846980193,0.16304460805437204,2.5675151588459073,1.9328143216442024,0.4038707709902639,2.4216759935735275,2.7880037762358536,0.15933688740901242,1,0,3,1,2,3,2,0,7
1.1398115402704119,1.7025811567291997,0.022539183412696673,1.1981720424641409,1.1770008195715724,1.6583754122737546,1.6173255513135572,2.0500286496471283,2.8981364757380725,0.8809810495165701,2.2841138718418383,0.2935101670829725,0.5891824806940991,0.12127944520240697,1,0,3,1,2,1,2,0,2
1.620609357182249,0.4652409257231688,2.3890126569808707,0.8452322623589252,2.5201735409275035,1.8206757779556892,2.2033110195270025,2.2165951126792676,2.6221179217410184,2.6137173148155224,0.12828589753682196,2.0820105963340194,2.9302598240029103,1.477255714625365,1,0,3,1,2,1,2,0,2
1.9688282776133983,1.5813489405817769,0.5735732711655933,2.026700973472815,1.3925406984368691,1.1086985706098715,1.2677110480573792,0.40918723767998444,0.1121024942003016,1.2275714462401728,2.302680790044831,2.7830596629495328,0.488323495249695,2.639942890909742,1,0,3,1,2,1,2,0,2
2.147252760988213,1.0408975634269932,2.161404455578188,1.628265692805519,2.627689560003541,0.7192676158656509,1.435776394552327,1.8867039796025091,2.1387249988129184,1.8709761471370547,0.12117900187801511,2.9180079673861634,0.2807498331171875,1.8585146627590794,1,0,3,1,2,1,2,0,2
2.5139985302048493,0.973459641423457,1.3999245749377285,2.7666004150733547,2.513323151309937,0.9358031319025831,1.8781025818390016,2.8373408894041763,0.44272762914314256,1.6584310426224134,0.7350522672273708,1.794063534947666,2.0585144820646426,1.6052643095374484,1,0,3,1,1,1,2,0,2
1.1980788104695366,0.9593224856657383,0.3801148733337797,2.5914777545758683,2.984033427579858,0.2864059936440465,1.8130316719602209,1.93219143776692,1.1811636832877634,0.17190553538700148,0.4761568203811677,0.679469620319715,2.144591589871709,2.4067856436387434,1,0,3,1,0,1,2,0,2
0.11460593362413007,2.0148273238736865,2.431745303634568,2.1109350830518787,1.1376722600113145,2.026632585580195,2.898985990568959,0.04598944751341505,2.0122496980884352,2.2757220339362263,2.7464802255213083,0.21795575474857298,0.817037342968938,0.6616078214861598,2,0,3,1,2,1,2,2,2
1.0495194341760619,0.7324977535369753,2.265359468305509,1.0315904842981976,1.379966000907801,2.4493929350898815,2.4748943424965977,2.5251434973355456,1.8076515403901494,0.4762046104301302,1.5338977073920934,0.8116064226149378,2.176819551882404,0.3018744893679429,2,0,3,1,2,1,2,2,2
1.3557737390827844,2.6210903356325757,0.28212389760313994,0.6447107823299422,2.2391520045532336,0.23946411956143965,2.4020836269194543,1.7275361420786695,0.8447821916043601,2.631838345752807,0.07026337054537679,2.476118033767335,1.0685699990997612,2.1360165978818033,2,0,3,1,2,1,2,2,2
2.7489164567925752,2.4180428932559144,1.186846884839368,2.5725281424003485,1.3705916714114414,1.1062948851194387,0.24102639161170514,0.7874625293242097,2.2004623800954715,1.7547390628531947,1.5431151354526649,2.158442471640118,0.13670362228493593,1.9319132511339028,2,0,3,1,2,1,2,2,2
0.04374966064615249,2.7607689788789678,0.7713191251673135,1.5951524260278744,0.38856368659976737,0.8294550816318765,2.394763386146635,0.051457838971774694,0.4910911800945732,1.744960773973944,1.9289437362295934,2.8698916030975,0.8561234756387509,0.11255970826309636,2,0,3,1,2,1,2,2,2
1.5204678996629466,1.7984434143183763,0.7499515660248691,2.211065533354283,0.7094865498631775,2.256675182078246,1.1239490331536413,0.09633368493090866,0.11006883562425585,2.651944920927698,2.6349985443760158,0.30540944450204544,1.3388017023031242,1.9927746804845725,2,0,3,1,2,1,2,2,2
