0,1,2,3,4,5,6,7,8,9,10,11,feature_21,feature_9,feature_18,feature_1,feature_11,feature_14,feature_4,feature_5,feature_2,feature_7,label_pre3
2.3687572918315976,2.4013242220935176,0.9835619940716305,2.5252541069115777,1.4749120387890429,2.498557917901377,1.5129779222350153,2.406927558278148,2.1803696786005853,0.9633600030115792,0.8488630712138987,0.09227550608035229,1,0,3,1,2,3,2,0,3,0,7
2.082735002611522,1.88668269248263,0.5462422013405756,2.0490245447078435,2.206714516681934,0.7437949626104439,0.20932301557132138,2.550796916122768,0.2562512816839424,2.7379390732455295,2.4607964582445883,0.19961009603505664,1,0,3,1,2,1,2,0,3,0,2
0.20794024461810479,2.842481699839462,2.144567128460662,0.8114442868109487,2.456781727019726,1.2013530011252915,2.2623849080493446,1.3727532946039553,1.9478610701564332,2.068614469977462,2.5578243918453754,1.97157697828706,1,0,3,1,2,1,2,0,3,0,2
1.5417016859925172,2.2291720106967254,1.8978877051130163,0.34066641740431514,2.1989800925337337,2.0126896995069785,2.479392864614606,2.0217571434163917,0.7034603595838439,2.5950921617159244,1.3203978581274636,0.7630679232598568,1,0,3,1,2,1,2,0,1,0,2
0.12009215171835319,1.716120915329725,1.9805134855248718,0.553156713167372,1.8211460140420386,0.47460806550625023,2.224938070007983,2.649691287534019,1.3680748466777364,0.97090824730191,0.1504931944832829,1.753810743517787,1,0,3,1,2,1,2,0,1,0,2
0.572895878624007,2.349585639156605,0.683274545218577,1.6592294966767462,0.7173725633941354,0.43775391153248067,1.6850225543715132,0.103679730362634,0.3679852135069791,1.4057190210030641,2.367420645910424,1.8190334425773955,1,0,3,1,1,1,2,0,1,0,2
1.7547568105960631,2.718213273641644,2.0605532327082035,1.145246256680048,0.31448949145478333,1.6289054191267116,2.1266041143891377,0.6292910713146256,1.3659126124824104,1.1997944508025602,0.23621682106010378,1.3582139020283477,1,0,3,1,0,1,2,0,1,0,2
0.6391150463996255,0.5247546524721987,0.0038426667182827057,2.730926601306779,1.0254220607182079,1.277294608466411,0.5250284195988614,1.5597594294871515,0.5999636280903841,2.7132322070016404,2.065687297879079,1.51384977194032,2,0,3,1,2,1,2,2,3,0,2
1.7281268177065183,2.459881126833089,2.2151007735192687,1.3270208097851495,1.7895137407460568,2.574447265645755,0.052081946867089335,2.9730601177128957,0.11694085567981805,1.877031883498526,2.1213415561031663,2.4167894105137746,2,0,3,1,2,1,2,2,3,0,2
1.8698152187556891,0.03180911230436789,2.323919803565156,2.988302979887852,2.3439075919765866,1.3967284524481585,1.9479555982023533,2.5833241534220837,2.37211271045951,0.014827578984014544,2.701714658612726,1.2455951426525405,2,0,3,1,2,1,2,2,3,0,2
0.6070078239618831,2.930146636082818,0.7239952422083109,1.2599892761843492,2.7321525725780735,1.7914090887466827,1.350723291666119,0.10203472392352264,0.7640689725124036,1.0032506866426631,0.6677731441814168,1.881101545619562,2,0,3,1,2,1,2,2,1,0,2
0.5305355888467271,2.9282175470892167,1.1502854854583253,0.5585005844672724,1.3022756320614297,1.6891113503325386,1.335053213961881,1.1493967923764634,0.022563659290361637,1.123585385941756,0.6708231070132799,1.9702972283680016,2,0,3,1,2,1,2,2,2,0,2
