2.0659,2.0519,1.0620,1.0694,2.0350,1.0779,2.0241,1.0478,1.0440,1.0434,1.0501,4.0549
2.0533,2.0267,1.0266,1.0536,2.0799,1.0119,2.0516,1.0111,1.0484,0.0012,1.0115,4.0267
2.0814,2.0566,1.0406,1.0344,2.0115,1.0121,2.0547,1.0122,1.0456,1.0296,1.0072,4.0285
2.0461,2.0305,1.0037,1.0468,2.0601,1.0364,2.0059,1.0097,1.1365,1.0644,1.0123,4.0468
2.0500,2.0797,1.0020,1.0421,2.0113,1.0259,2.0386,1.0097,1.0697,0.0242,1.0102,4.0072
2.0382,2.0694,1.0565,1.0201,2.0191,1.0111,1.0578,1.0054,1.0183,1.0383,1.0544,4.0037
2.0288,2.0164,1.0007,1.0107,2.0506,1.0067,0.0476,1.0045,1.0033,0.0450,1.0274,4.0139
2.0062,2.0026,1.1465,3.0970,2.0573,2.0544,2.0243,1.0803,2.0003,0.0360,1.0756,4.0084
2.0180,2.0284,1.0254,1.0146,2.0141,2.0138,2.0050,1.0548,2.0397,0.0204,1.0523,4.0214
2.0050,2.0435,1.0008,1.0024,2.0670,2.0231,2.0254,1.1047,2.0310,1.0291,1.0193,4.0037
2.0372,2.0662,1.0026,1.0033,2.0249,2.0254,2.0499,1.0095,2.0347,1.0057,1.0002,4.0014
2.1395,2.0571,1.0124,1.0904,2.0807,2.0333,2.0042,1.0326,2.0818,1.0074,1.1378,4.0042
2.0695,2.0107,1.0118,1.0777,2.0457,2.0220,2.0593,1.0240,2.0414,0.0259,1.0826,4.0239
2.0267,2.0078,1.0449,1.0237,2.0741,2.0519,2.0920,1.0212,2.0027,1.0840,1.0907,4.0186
2.0530,2.0342,1.0041,1.0297,2.1012,2.0083,2.0130,1.0027,2.0644,0.0054,1.0483,4.0182
1.0049,2.0448,1.0234,1.0049,2.0815,2.0959,2.0489,1.0356,2.0772,0.0008,1.0047,4.0467
1.0967,2.0248,1.1544,1.0301,2.1180,2.0105,2.0619,1.0468,2.0828,1.0050,1.1057,4.0462
2.0374,2.0380,1.0857,3.0191,2.0914,2.0242,2.0274,1.0315,2.0382,2.0761,1.0656,2.0051
2.0364,2.0331,1.0247,3.0511,2.0486,2.0961,2.0029,1.0084,2.0420,2.0454,1.0337,2.0294
2.0247,2.1131,1.0301,1.0338,2.0093,2.0139,2.0802,1.0528,2.1015,2.0790,1.1044,2.0702
2.0074,2.0852,1.0578,1.0681,2.0104,2.1144,2.0440,1.0284,2.0224,2.0426,1.0059,2.0291
2.0126,2.0161,1.0147,1.0340,2.0879,2.0091,2.0443,1.0464,2.0217,2.0211,1.0403,2.0691
2.0246,2.0349,1.0502,1.0098,2.0766,2.0685,2.0014,1.0362,2.0245,2.0128,1.0205,2.0889
2.0444,2.0111,1.0534,1.0513,2.1044,2.0363,1.0020,1.0290,2.1179,2.0568,1.0166,2.0909
2.0700,2.0291,1.0229,1.0453,2.0206,2.0757,0.0213,1.0104,2.0464,2.0841,1.0071,2.0150
1.0399,2.0166,1.0184,1.0000,2.0135,2.0316,2.0755,1.0413,2.0555,1.0354,1.0270,2.0373
1.0323,2.0824,1.0046,1.0211,2.0105,2.0473,0.0314,1.0810,2.0595,0.0685,1.0641,4.0685
1.0633,2.0324,1.0954,1.0208,2.0758,2.0463,2.0572,1.0127,2.0104,0.0486,1.0347,4.0148
1.0172,2.1086,1.0082,1.0148,2.0183,2.0187,2.0032,1.0156,2.0438,0.0351,1.0426,4.0490
1.0174,2.0260,1.0241,1.0045,2.0029,2.0107,0.0685,1.0999,2.0368,0.0391,1.0001,4.0300
1.0119,2.0158,1.0102,1.0633,2.1146,2.0291,2.0536,1.0114,2.0267,1.0222,1.0077,2.0690
1.0127,2.0219,1.0700,1.0438,2.1176,2.0260,1.0582,1.0029,2.0317,1.0158,1.0503,2.0170
2.0157,2.0421,1.1292,1.0413,2.0731,2.0342,1.0027,1.0028,2.0162,1.0448,1.0269,2.0085
2.0185,2.0545,1.0604,1.0026,2.0824,2.0068,0.0720,1.0610,2.0490,1.0452,1.1081,2.0037
2.0021,2.0443,1.0740,1.0570,2.0271,2.0614,0.0062,1.0093,2.0664,1.0509,1.0845,2.0653
1.0596,2.0852,1.0032,1.0652,2.0111,2.0293,1.0158,1.0564,2.0391,1.0287,1.0292,2.0220
1.0184,2.0336,1.0200,1.0372,2.0210,2.0414,1.1013,1.0011,2.0624,1.0359,1.0821,2.0046
1.0575,2.0531,1.0262,1.0595,2.0228,2.0695,0.0302,1.0093,2.0994,1.0375,1.0734,2.0769
1.0407,2.0368,1.0221,1.0315,2.0209,2.0027,0.0140,1.0041,2.0256,1.0348,1.0256,2.0347
2.0346,2.0337,1.0647,3.0667,2.0336,1.0680,1.0091,1.0340,1.0585,1.0014,1.0100,4.0015
2.0238,2.0339,1.0099,3.0376,2.0258,1.0084,1.0032,1.0131,1.1045,1.0084,1.0328,4.0038
2.0941,2.0308,1.0890,1.0086,2.0144,1.0957,0.0315,1.0256,1.0097,1.0005,1.0047,4.0629
2.0200,2.1011,1.0496,1.0281,2.0464,1.0566,0.0344,1.0785,1.0322,1.0076,1.0471,4.0800
2.0512,2.0157,1.0536,1.0069,2.0480,1.0207,0.0260,1.1195,1.0269,2.0470,1.1348,4.0191
2.1236,2.0188,1.0034,1.0027,2.0351,1.0049,2.0321,1.0247,1.0397,2.0090,1.0553,4.0183
2.0565,2.0916,1.0087,1.0015,2.0698,1.0104,2.0807,1.0617,1.0403,2.0102,1.0358,4.0411
2.0386,2.0723,1.0069,1.0290,2.0008,1.0468,2.0357,1.0362,1.0623,1.0287,1.0251,4.0283
2.0605,2.0874,1.0442,1.0635,2.0470,1.0538,2.0834,1.0051,1.0155,1.0342,1.0775,4.0407
2.0596,2.0084,1.0149,1.0000,2.0348,1.0151,2.0543,1.0289,1.0060,1.0396,1.0037,4.0036
2.0434,2.0166,1.0399,1.0742,2.0410,2.0517,2.0114,1.0600,2.0057,1.0650,1.1331,4.0081
1.0861,2.0219,1.0374,1.0200,2.0090,2.0893,0.0031,1.0365,2.0418,1.0520,1.0451,4.0511
1.0119,2.0677,1.0632,1.0314,2.0359,2.0194,0.0138,1.0073,2.0083,1.0186,1.0410,4.0721
1.0390,2.0396,1.0108,1.0222,2.0032,2.0177,1.1112,1.0660,2.0530,1.0533,1.0274,4.0333
1.0396,2.0106,1.0207,1.0318,2.0063,2.0184,0.0484,1.0338,2.0623,1.0991,1.0089,4.0297
1.0034,2.0054,1.0127,1.0169,2.0307,2.0434,0.0167,1.0268,2.0185,1.0205,1.0372,4.0281
2.0737,2.0258,1.0006,3.0673,2.0107,2.0326,1.0003,1.0325,2.1049,1.0607,1.0709,4.0483
2.0417,2.0081,1.0608,3.0441,2.0127,2.0645,1.0102,1.0674,2.0839,1.0146,1.0419,4.0177
2.0184,2.0635,1.0528,1.0629,2.0415,2.0519,2.0339,1.0525,2.0020,1.0190,1.0422,4.0267
2.0309,2.0631,1.0013,1.0352,2.0608,2.0227,1.0409,1.0158,2.0959,1.0049,1.0099,4.0009
2.0165,2.0473,1.0111,1.0270,2.0352,2.0320,0.0395,1.0263,2.0010,0.0397,1.0220,4.0556
2.0590,2.0317,1.0201,1.0446,2.0108,2.0323,0.0133,1.0246,2.0248,2.0138,1.0985,4.0082
2.0306,2.0028,1.0469,1.0204,2.0643,2.0040,0.0595,1.0500,2.0049,2.0227,1.0207,4.0692
2.0218,2.0431,1.0133,1.0083,2.0042,2.0701,2.0532,1.0787,2.0446,2.0169,1.0197,4.0448
2.0272,2.0832,1.0197,1.0831,2.0549,2.0348,2.0791,1.0062,2.0509,1.0152,1.0009,4.0090
2.0298,2.0256,1.0387,1.1178,2.0727,2.0326,2.0101,1.0279,2.0698,1.0466,1.0121,4.0397
2.0138,2.1243,1.0220,1.0405,2.0386,2.0429,2.0687,1.0002,2.0349,0.0180,1.0069,4.0071
2.0010,2.0795,1.0169,1.0013,2.0646,2.0045,1.0061,1.0556,2.0718,0.0939,1.0463,4.0231
1.0376,2.0149,1.0173,1.0241,2.0804,2.0364,0.1149,1.0035,2.0438,0.1073,1.0409,4.0352
1.0529,2.0549,1.0045,1.0229,2.0911,2.0086,0.0409,1.0345,2.0294,0.0660,1.0006,4.0293
1.0263,2.0063,1.1123,1.0211,2.0760,2.0214,0.0099,1.0456,2.0178,2.0631,1.0564,4.0205
1.0260,2.0102,1.0275,1.0398,2.0297,2.0126,0.0360,1.0182,2.0313,2.1507,1.0188,4.0138
1.0712,2.0575,1.0420,1.0249,2.0235,2.0017,0.0057,1.0276,2.0035,2.0563,1.0276,4.0256
1.0418,2.0212,1.0031,1.0614,2.0358,2.0114,0.0970,1.0470,2.0017,2.0582,1.0913,4.0623
1.0330,2.0554,1.0207,1.0058,2.0888,2.0757,0.0764,1.0078,2.0373,1.0280,1.0367,4.0647
