Epoch,Train Loss,Test Loss,Accuracy
1,2.2038943767547607,2.060270309448242,0.40575916230366493
2,2.058230400085449,1.961692452430725,0.40575916230366493
3,1.9474787712097168,1.8562188148498535,0.22076788830715532
4,1.844786286354065,1.9033262729644775,0.22076788830715532
5,1.8935844898223877,1.859021544456482,0.22076788830715532
6,1.8488185405731201,1.7799955606460571,0.22076788830715532
7,1.7676700353622437,1.7316101789474487,0.40575916230366493
8,1.7189311981201172,1.7650096416473389,0.40575916230366493
9,1.7583115100860596,1.7143124341964722,0.40575916230366493
10,1.7117825746536255,1.7138237953186035,0.40575916230366493
11,1.711999535560608,1.7382663488388062,0.40575916230366493
12,1.7358651161193848,1.7324726581573486,0.40575916230366493
13,1.7288498878479004,1.7061936855316162,0.40575916230366493
14,1.7006078958511353,1.6967229843139648,0.40575916230366493
15,1.6886780261993408,1.715933918952942,0.40575916230366493
16,1.7054463624954224,1.7073441743850708,0.40575916230366493
17,1.6958930492401123,1.6900086402893066,0.40575916230366493
18,1.679625391960144,1.694704532623291,0.40575916230366493
19,1.6857386827468872,1.699887990951538,0.40575916230366493
20,1.6917107105255127,1.692028284072876,0.40575916230366493
21,1.6840567588806152,1.681742548942566,0.40575916230366493
22,1.6734906435012817,1.6848832368850708,0.40575916230366493
23,1.6759059429168701,1.6858432292938232,0.40575916230366493
24,1.677222490310669,1.6763943433761597,0.40575916230366493
25,1.6685374975204468,1.679277777671814,0.40575916230366493
26,1.671691656112671,1.6779319047927856,0.40575916230366493
27,1.6697739362716675,1.6720870733261108,0.40575916230366493
28,1.6630859375,1.674512267112732,0.40575916230366493
29,1.6643837690353394,1.6721316576004028,0.40575916230366493
30,1.6611708402633667,1.6668802499771118,0.40575916230366493
31,1.655778408050537,1.6675916910171509,0.40575916230366493
32,1.6564923524856567,1.6649196147918701,0.40575916230366493
33,1.6528573036193848,1.6620336771011353,0.40575916230366493
34,1.6477946043014526,1.6631947755813599,0.40575916230366493
35,1.6475062370300293,1.6567909717559814,0.40575916230366493
36,1.641845703125,1.654349446296692,0.40575916230366493
37,1.640386700630188,1.6495174169540405,0.40575916230366493
38,1.6337260007858276,1.6461771726608276,0.40575916230366493
39,1.629609227180481,1.6370651721954346,0.40575916230366493
40,1.623746395111084,1.629019856452942,0.40575916230366493
41,1.616540789604187,1.6243935823440552,0.40445026178010474
42,1.6119576692581177,1.6186153888702393,0.4018324607329843
43,1.6082807779312134,1.6211801767349243,0.4214659685863874
44,1.6050184965133667,1.5984069108963013,0.4328097731239092
45,1.5890295505523682,1.5800117254257202,0.43237347294938916
46,1.5640292167663574,1.5641666650772095,0.4419720767888307
47,1.5479267835617065,1.5681229829788208,0.4568062827225131
48,1.555661916732788,1.679337739944458,0.41972076788830714
49,1.6452616453170776,1.5640987157821655,0.5026178010471204
50,1.5440880060195923,1.5782781839370728,0.5069808027923212
51,1.5587619543075562,1.568026065826416,0.44153577661431065
52,1.5376777648925781,1.5785199403762817,0.43324607329842935
53,1.546041488647461,1.5199517011642456,0.49825479930191974
54,1.4921658039093018,1.5589866638183594,0.4943280977312391
55,1.533907413482666,1.5104174613952637,0.4895287958115183
