1,1.1,1.2,2,2.1,2.2,0,1.3,0.1,1.4,0.2,2.3,2.4,3,0.3,1.5,2.5,2.6,0.4,1.6,2.7,4,5,1.9591078290145227,1.0556988126912323,0.3079768400200978,2.9481340538638703,1.7598940574787654,0.2272040791588726,1.4626384403105237,0.5558195113150464,1.3828615898324008,2.6217143207330804,2.14874909096356,0.9376692681008928,1.999734295275844,1.8730969791868115,3.1,7
2,2,1.0,0,2,2.0,0,1.0,1,1.0,1.0,2.0,2.0,1,2.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,
2,2,1.0,0,2,2.0,0,1.0,1,1.0,0.0,2.0,2.0,1,2.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,
2,2,1.0,0,2,2.0,0,1.0,1,1.0,0.0,2.0,2.0,2,0.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,
2,2,1.0,0,2,2.0,0,1.0,1,1.0,1.0,2.0,2.0,1,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
2,1,1.0,2,2,2.0,0,1.0,1,1.0,0.0,2.0,2.0,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
2,2,2.0,2,2,2.0,1,1.0,1,1.0,1.0,2.0,2.0,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
2,2,2.0,2,2,2.0,1,1.0,1,1.0,1.0,2.0,2.0,2,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
2,2,2.0,2,2,2.0,1,1.0,1,1.0,0.0,2.0,2.0,2,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
2,2,1.0,2,2,2.0,1,1.0,1,1.0,0.0,2.0,2.0,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,
